place,product,date,competitors_mean_price
Кеджистан,Целебные травы,2217-08-23,10.92
Кеджистан,Целебные травы,2217-08-24,11.16
Кеджистан,Целебные травы,2217-08-25,11.29
Кеджистан,Целебные травы,2217-08-26,11.36
Кеджистан,Целебные травы,2217-08-27,11.56
Кеджистан,Целебные травы,2217-08-28,11.15
Кеджистан,Целебные травы,2217-08-29,11.15
Кеджистан,Целебные травы,2217-08-30,11.36
Кеджистан,Целебные травы,2217-08-31,9.82
Кеджистан,Целебные травы,2217-09-01,10.71
Кеджистан,Целебные травы,2217-09-02,9.82
Кеджистан,Целебные травы,2217-09-03,11.15
Кеджистан,Целебные травы,2217-09-04,9.82
Кеджистан,Целебные травы,2217-09-05,11.17
Кеджистан,Целебные травы,2217-09-06,10.87
Кеджистан,Целебные травы,2217-09-07,10.48
Кеджистан,Целебные травы,2217-09-08,11.15
Кеджистан,Целебные травы,2217-09-09,11.15
Кеджистан,Целебные травы,2217-09-10,10.97
Кеджистан,Целебные травы,2217-09-11,10.53
Кеджистан,Целебные травы,2217-09-12,11.47
Кеджистан,Целебные травы,2217-09-13,10.91
Кеджистан,Целебные травы,2217-09-14,10.78
Кеджистан,Целебные травы,2217-09-15,10.78
Кеджистан,Целебные травы,2217-09-16,11.17
Кеджистан,Целебные травы,2217-09-17,11.0
Кеджистан,Целебные травы,2217-09-18,11.0
Кеджистан,Целебные травы,2217-09-19,11.37
Кеджистан,Целебные травы,2217-09-20,10.91
Кеджистан,Целебные травы,2217-09-21,10.6
Кеджистан,Целебные травы,2217-09-22,11.37
Кеджистан,Целебные травы,2217-09-23,10.77
Кеджистан,Целебные травы,2217-09-24,11.4
Кеджистан,Целебные травы,2217-09-25,10.95
Кеджистан,Целебные травы,2217-09-26,10.93
Кеджистан,Целебные травы,2217-09-27,10.93
Кеджистан,Целебные травы,2217-09-28,11.27
Кеджистан,Целебные травы,2217-09-29,11.5
Кеджистан,Целебные травы,2217-09-30,10.86
Кеджистан,Целебные травы,2217-10-01,10.99
Кеджистан,Целебные травы,2217-10-02,10.88
Кеджистан,Целебные травы,2217-10-03,10.99
Кеджистан,Целебные травы,2217-10-04,11.61
Кеджистан,Целебные травы,2217-10-05,11.15
Кеджистан,Целебные травы,2217-10-06,11.15
Кеджистан,Целебные травы,2217-10-07,10.99
Кеджистан,Целебные травы,2217-10-08,11.61
Кеджистан,Целебные травы,2217-10-09,10.68
Кеджистан,Целебные травы,2217-10-10,11.13
Кеджистан,Целебные травы,2217-10-11,11.43
Кеджистан,Целебные травы,2217-10-12,10.83
Кеджистан,Целебные травы,2217-10-13,11.25
Кеджистан,Целебные травы,2217-10-14,11.09
Кеджистан,Целебные травы,2217-10-15,11.09
Кеджистан,Целебные травы,2217-10-16,10.86
Кеджистан,Целебные травы,2217-10-17,11.59
Кеджистан,Целебные травы,2217-10-18,11.09
Кеджистан,Целебные травы,2217-10-19,11.37
Кеджистан,Целебные травы,2217-10-20,10.11
Кеджистан,Целебные травы,2217-10-21,11.91
Кеджистан,Целебные травы,2217-10-22,11.47
Кеджистан,Целебные травы,2217-10-23,11.51
Кеджистан,Целебные травы,2217-10-24,10.67
Кеджистан,Целебные травы,2217-10-25,11.15
Кеджистан,Целебные травы,2217-10-26,11.15
Кеджистан,Целебные травы,2217-10-27,10.67
Кеджистан,Целебные травы,2217-10-28,11.63
Кеджистан,Целебные травы,2217-10-29,11.91
Кеджистан,Целебные травы,2217-10-30,11.94
Кеджистан,Целебные травы,2217-10-31,11.44
Кеджистан,Целебные травы,2217-11-01,11.82
Кеджистан,Целебные травы,2217-11-02,10.67
Кеджистан,Целебные травы,2217-11-03,12.16
Кеджистан,Целебные травы,2217-11-04,12.08
Кеджистан,Целебные травы,2217-11-05,12.79
Кеджистан,Целебные травы,2217-11-06,12.79
Кеджистан,Целебные травы,2217-11-07,10.88
Кеджистан,Целебные травы,2217-11-08,11.83
Кеджистан,Целебные травы,2217-11-09,12.08
Кеджистан,Целебные травы,2217-11-10,12.79
Кеджистан,Целебные травы,2217-11-11,12.79
Кеджистан,Целебные травы,2217-11-12,12.31
Кеджистан,Целебные травы,2217-11-13,12.31
Кеджистан,Целебные травы,2217-11-14,11.94
Кеджистан,Целебные травы,2217-11-15,11.95
Кеджистан,Целебные травы,2217-11-16,12.14
Кеджистан,Целебные травы,2217-11-17,12.01
Кеджистан,Целебные травы,2217-11-18,12.14
Кеджистан,Целебные травы,2217-11-19,11.51
Кеджистан,Целебные травы,2217-11-20,12.79
Кеджистан,Целебные травы,2217-11-21,12.15
Кеджистан,Целебные травы,2217-11-22,12.01
Кеджистан,Целебные травы,2217-11-23,12.01
Кеджистан,Целебные травы,2217-11-24,12.43
Кеджистан,Целебные травы,2217-11-25,11.96
Кеджистан,Целебные травы,2217-11-26,13.15
Кеджистан,Целебные травы,2217-11-27,12.5
Кеджистан,Целебные травы,2217-11-28,11.96
Кеджистан,Целебные травы,2217-11-29,12.85
Кеджистан,Целебные травы,2217-11-30,11.72
Кеджистан,Целебные травы,2217-12-01,12.26
Кеджистан,Целебные травы,2217-12-02,12.15
Кеджистан,Целебные травы,2217-12-03,11.89
Кеджистан,Целебные травы,2217-12-04,12.19
Кеджистан,Целебные травы,2217-12-05,11.83
Кеджистан,Целебные травы,2217-12-06,12.31
Кеджистан,Целебные травы,2217-12-07,11.89
Кеджистан,Целебные травы,2217-12-08,12.79
Кеджистан,Целебные травы,2217-12-09,12.43
Кеджистан,Целебные травы,2217-12-10,11.83
Кеджистан,Целебные травы,2217-12-11,11.83
Кеджистан,Целебные травы,2217-12-12,12.43
Кеджистан,Целебные травы,2217-12-13,12.43
Кеджистан,Целебные травы,2217-12-14,12.51
Кеджистан,Целебные травы,2217-12-15,12.6
Кеджистан,Целебные травы,2217-12-16,11.91
Кеджистан,Целебные травы,2217-12-17,12.17
Кеджистан,Целебные травы,2217-12-18,11.91
Кеджистан,Целебные травы,2217-12-19,11.23
Кеджистан,Целебные травы,2217-12-20,12.57
Кеджистан,Целебные травы,2217-12-21,13.11
Кеджистан,Целебные травы,2217-12-22,11.81
Кеджистан,Целебные травы,2217-12-23,12.6
Кеджистан,Целебные травы,2217-12-24,12.51
Кеджистан,Целебные травы,2217-12-25,12.2
Кеджистан,Целебные травы,2217-12-26,11.81
Кеджистан,Целебные травы,2217-12-27,12.32
Кеджистан,Целебные травы,2217-12-28,12.75
Кеджистан,Целебные травы,2217-12-29,12.81
Кеджистан,Целебные травы,2217-12-30,12.58
Кеджистан,Целебные травы,2217-12-31,12.58
Кеджистан,Целебные травы,2218-01-01,12.18
Кеджистан,Целебные травы,2218-01-02,12.83
Кеджистан,Целебные травы,2218-01-03,11.81
Кеджистан,Целебные травы,2218-01-04,12.6
Кеджистан,Целебные травы,2218-01-05,12.18
Кеджистан,Целебные травы,2218-01-06,12.18
Кеджистан,Целебные травы,2218-01-07,12.61
Кеджистан,Целебные травы,2218-01-08,12.65
Кеджистан,Целебные травы,2218-01-09,12.28
Кеджистан,Целебные травы,2218-01-10,12.62
Кеджистан,Целебные травы,2218-01-11,12.61
Кеджистан,Целебные травы,2218-01-12,12.65
Кеджистан,Целебные травы,2218-01-13,12.65
Кеджистан,Целебные травы,2218-01-14,12.65
Кеджистан,Целебные травы,2218-01-15,12.28
Кеджистан,Целебные травы,2218-01-16,12.28
Кеджистан,Целебные травы,2218-01-17,12.7
Кеджистан,Целебные травы,2218-01-18,12.31
Кеджистан,Целебные травы,2218-01-19,12.43
Кеджистан,Целебные травы,2218-01-20,12.72
Кеджистан,Целебные травы,2218-01-21,12.72
Кеджистан,Целебные травы,2218-01-22,12.7
Кеджистан,Целебные травы,2218-01-23,12.72
Кеджистан,Целебные травы,2218-01-24,12.44
Кеджистан,Целебные травы,2218-01-25,12.44
Кеджистан,Целебные травы,2218-01-26,12.74
Кеджистан,Целебные травы,2218-01-27,11.97
Кеджистан,Целебные травы,2218-01-28,12.91
Кеджистан,Целебные травы,2218-01-29,12.34
Кеджистан,Целебные травы,2218-01-30,13.53
Кеджистан,Целебные травы,2218-01-31,12.6
Кеджистан,Целебные травы,2218-02-01,13.38
Кеджистан,Целебные травы,2218-02-02,12.71
Кеджистан,Целебные травы,2218-02-03,12.75
Кеджистан,Целебные травы,2218-02-04,11.97
Кеджистан,Целебные травы,2218-02-05,12.93
Кеджистан,Целебные травы,2218-02-06,11.97
Кеджистан,Целебные травы,2218-02-07,13.01
Кеджистан,Целебные травы,2218-02-08,12.37
Кеджистан,Целебные травы,2218-02-09,13.24
Кеджистан,Целебные травы,2218-02-10,12.95
Кеджистан,Целебные травы,2218-02-11,13.8
Кеджистан,Целебные травы,2218-02-12,12.95
Кеджистан,Целебные травы,2218-02-13,13.27
Кеджистан,Целебные травы,2218-02-14,13.29
Кеджистан,Целебные травы,2218-02-15,13.24
Кеджистан,Целебные травы,2218-02-16,13.1
Кеджистан,Целебные травы,2218-02-17,13.1
Кеджистан,Целебные травы,2218-02-18,12.9
Кеджистан,Целебные травы,2218-02-19,13.29
Кеджистан,Целебные травы,2218-02-20,12.98
Кеджистан,Целебные травы,2218-02-21,12.99
Кеджистан,Целебные травы,2218-02-22,12.98
Кеджистан,Целебные травы,2218-02-23,12.99
Кеджистан,Целебные травы,2218-02-24,13.1
Кеджистан,Целебные травы,2218-02-25,13.29
Кеджистан,Целебные травы,2218-02-26,12.86
Кеджистан,Целебные травы,2218-02-27,13.57
Кеджистан,Целебные травы,2218-02-28,13.57
Кеджистан,Целебные травы,2218-03-01,13.79
Кеджистан,Целебные травы,2218-03-02,13.1
Кеджистан,Целебные травы,2218-03-03,12.37
Кеджистан,Целебные травы,2218-03-04,13.17
Кеджистан,Целебные травы,2218-03-05,13.57
Кеджистан,Целебные травы,2218-03-06,12.86
Кеджистан,Целебные травы,2218-03-07,13.57
Кеджистан,Целебные травы,2218-03-08,13.36
Кеджистан,Целебные травы,2218-03-09,13.59
Кеджистан,Целебные травы,2218-03-10,13.66
Кеджистан,Целебные травы,2218-03-11,13.66
Кеджистан,Целебные травы,2218-03-12,13.25
Кеджистан,Целебные травы,2218-03-13,13.25
Кеджистан,Целебные травы,2218-03-14,13.32
Кеджистан,Целебные травы,2218-03-15,13.32
Кеджистан,Целебные травы,2218-03-16,13.72
Кеджистан,Целебные травы,2218-03-17,13.45
Кеджистан,Целебные травы,2218-03-18,13.82
Кеджистан,Целебные травы,2218-03-19,13.61
Кеджистан,Целебные травы,2218-03-20,13.75
Кеджистан,Целебные травы,2218-03-21,13.33
Кеджистан,Целебные травы,2218-03-22,13.08
Кеджистан,Целебные травы,2218-03-23,13.72
Кеджистан,Целебные травы,2218-03-24,13.19
Кеджистан,Целебные травы,2218-03-25,13.34
Кеджистан,Целебные травы,2218-03-26,13.53
Кеджистан,Целебные травы,2218-03-27,13.97
Кеджистан,Целебные травы,2218-03-28,13.86
Кеджистан,Целебные травы,2218-03-29,13.43
Кеджистан,Целебные травы,2218-03-30,13.67
Кеджистан,Целебные травы,2218-03-31,13.13
Кеджистан,Целебные травы,2218-04-01,13.64
Кеджистан,Целебные травы,2218-04-02,13.38
Кеджистан,Целебные травы,2218-04-03,13.38
Кеджистан,Целебные травы,2218-04-04,13.86
Кеджистан,Целебные травы,2218-04-05,13.53
Кеджистан,Целебные травы,2218-04-06,14.11
Кеджистан,Целебные травы,2218-04-07,13.97
Кеджистан,Целебные травы,2218-04-08,14.43
Кеджистан,Целебные травы,2218-04-09,13.95
Кеджистан,Целебные травы,2218-04-10,13.38
Кеджистан,Целебные травы,2218-04-11,13.64
Кеджистан,Целебные травы,2218-04-12,13.13
Кеджистан,Целебные травы,2218-04-13,14.1
Кеджистан,Целебные травы,2218-04-14,14.03
Кеджистан,Целебные травы,2218-04-15,13.78
Кеджистан,Целебные травы,2218-04-16,14.1
Кеджистан,Целебные травы,2218-04-17,14.43
Кеджистан,Целебные травы,2218-04-18,14.43
Кеджистан,Целебные травы,2218-04-19,14.43
Кеджистан,Целебные травы,2218-04-20,13.79
Кеджистан,Целебные травы,2218-04-21,13.15
Кеджистан,Целебные травы,2218-04-22,13.15
Кеджистан,Целебные травы,2218-04-23,13.79
Кеджистан,Целебные травы,2218-04-24,13.8
Кеджистан,Целебные травы,2218-04-25,13.49
Кеджистан,Целебные травы,2218-04-26,13.78
Кеджистан,Целебные травы,2218-04-27,13.8
Кеджистан,Целебные травы,2218-04-28,13.15
Кеджистан,Целебные травы,2218-04-29,13.83
Кеджистан,Целебные травы,2218-04-30,13.45
Кеджистан,Целебные травы,2218-05-01,13.79
Кеджистан,Целебные травы,2218-05-02,14.24
Кеджистан,Целебные травы,2218-05-03,13.58
Кеджистан,Целебные травы,2218-05-04,13.45
Кеджистан,Целебные травы,2218-05-05,13.79
Кеджистан,Целебные травы,2218-05-06,14.02
Кеджистан,Целебные травы,2218-05-07,14.02
Кеджистан,Целебные травы,2218-05-08,14.0
Кеджистан,Целебные травы,2218-05-09,14.11
Кеджистан,Целебные травы,2218-05-10,14.14
Кеджистан,Целебные травы,2218-05-11,14.28
Кеджистан,Целебные травы,2218-05-12,14.38
Кеджистан,Целебные травы,2218-05-13,14.17
Кеджистан,Целебные травы,2218-05-14,14.17
Кеджистан,Целебные травы,2218-05-15,14.28
Кеджистан,Целебные травы,2218-05-16,13.88
Кеджистан,Целебные травы,2218-05-17,14.33
Кеджистан,Целебные травы,2218-05-18,14.4
Кеджистан,Целебные травы,2218-05-19,14.66
Кеджистан,Целебные травы,2218-05-20,14.53
Кеджистан,Целебные травы,2218-05-21,14.85
Кеджистан,Целебные травы,2218-05-22,15.14
Кеджистан,Целебные травы,2218-05-23,14.69
Кеджистан,Целебные травы,2218-05-24,14.53
Кеджистан,Целебные травы,2218-05-25,14.72
Кеджистан,Целебные травы,2218-05-26,14.66
Кеджистан,Целебные травы,2218-05-27,14.66
Кеджистан,Целебные травы,2218-05-28,14.4
Кеджистан,Целебные травы,2218-05-29,14.12
Кеджистан,Целебные травы,2218-05-30,14.4
Кеджистан,Целебные травы,2218-05-31,14.12
Кеджистан,Целебные травы,2218-06-01,14.51
Кеджистан,Целебные травы,2218-06-02,14.12
Кеджистан,Целебные травы,2218-06-03,14.95
Кеджистан,Целебные травы,2218-06-04,14.52
Кеджистан,Целебные травы,2218-06-05,14.85
Кеджистан,Целебные травы,2218-06-06,15.08
Кеджистан,Целебные травы,2218-06-07,14.85
Кеджистан,Целебные травы,2218-06-08,14.93
Кеджистан,Целебные травы,2218-06-09,15.08
Кеджистан,Целебные травы,2218-06-10,14.66
Кеджистан,Целебные травы,2218-06-11,15.08
Кеджистан,Целебные травы,2218-06-12,14.67
Кеджистан,Целебные травы,2218-06-13,14.93
Кеджистан,Целебные травы,2218-06-14,15.07
Кеджистан,Целебные травы,2218-06-15,15.21
Кеджистан,Целебные травы,2218-06-16,15.5
Кеджистан,Целебные травы,2218-06-17,15.35
Кеджистан,Целебные травы,2218-06-18,14.95
Кеджистан,Целебные травы,2218-06-19,14.95
Кеджистан,Целебные травы,2218-06-20,15.04
Кеджистан,Целебные травы,2218-06-21,15.04
Кеджистан,Целебные травы,2218-06-22,15.5
Кеджистан,Целебные травы,2218-06-23,15.5
Кеджистан,Целебные травы,2218-06-24,15.5
Кеджистан,Целебные травы,2218-06-25,15.24
Кеджистан,Целебные травы,2218-06-26,15.5
Кеджистан,Целебные травы,2218-06-27,14.7
Кеджистан,Целебные травы,2218-06-28,15.79
Кеджистан,Целебные травы,2218-06-29,15.79
Кеджистан,Целебные травы,2218-06-30,15.14
Кеджистан,Целебные травы,2218-07-01,15.5
Кеджистан,Целебные травы,2218-07-02,15.27
Кеджистан,Целебные травы,2218-07-03,15.5
Кеджистан,Целебные травы,2218-07-04,15.5
Кеджистан,Целебные травы,2218-07-05,15.05
Кеджистан,Целебные травы,2218-07-06,15.79
Кеджистан,Целебные травы,2218-07-07,15.58
Кеджистан,Целебные травы,2218-07-08,15.67
Кеджистан,Целебные травы,2218-07-09,15.37
Кеджистан,Целебные травы,2218-07-10,15.13
Кеджистан,Целебные травы,2218-07-11,16.15
Кеджистан,Целебные травы,2218-07-12,16.15
Кеджистан,Целебные травы,2218-07-13,15.21
Кеджистан,Целебные травы,2218-07-14,15.82
Кеджистан,Целебные травы,2218-07-15,15.88
Кеджистан,Целебные травы,2218-07-16,15.67
Кеджистан,Целебные травы,2218-07-17,15.67
Кеджистан,Целебные травы,2218-07-18,15.18
Кеджистан,Целебные травы,2218-07-19,15.7
Кеджистан,Целебные травы,2218-07-20,15.91
Кеджистан,Целебные травы,2218-07-21,15.5
Кеджистан,Целебные травы,2218-07-22,15.98
Кеджистан,Целебные травы,2218-07-23,15.38
Кеджистан,Целебные травы,2218-07-24,15.18
Кеджистан,Целебные травы,2218-07-25,15.7
Кеджистан,Целебные травы,2218-07-26,15.53
Кеджистан,Целебные травы,2218-07-27,15.5
Кеджистан,Целебные травы,2218-07-28,16.26
Кеджистан,Целебные травы,2218-07-29,15.7
Кеджистан,Целебные травы,2218-07-30,15.68
Кеджистан,Целебные травы,2218-07-31,15.38
Кеджистан,Целебные травы,2218-08-01,16.1
Кеджистан,Целебные травы,2218-08-02,15.18
Кеджистан,Целебные травы,2218-08-03,15.92
Кеджистан,Целебные травы,2218-08-04,15.74
Кеджистан,Целебные травы,2218-08-05,15.74
Кеджистан,Целебные травы,2218-08-06,15.56
Кеджистан,Целебные травы,2218-08-07,15.84
Кеджистан,Целебные травы,2218-08-08,15.76
Кеджистан,Целебные травы,2218-08-09,15.92
Кеджистан,Целебные травы,2218-08-10,15.93
Кеджистан,Целебные травы,2218-08-11,15.93
Кеджистан,Целебные травы,2218-08-12,16.1
Кеджистан,Целебные травы,2218-08-13,16.1
Кеджистан,Целебные травы,2218-08-14,16.05
Кеджистан,Целебные травы,2218-08-15,15.94
Кеджистан,Целебные травы,2218-08-16,16.06
Кеджистан,Целебные травы,2218-08-17,16.05
Кеджистан,Целебные травы,2218-08-18,16.19
Кеджистан,Целебные травы,2218-08-19,16.05
Кеджистан,Целебные травы,2218-08-20,16.1
Кеджистан,Целебные травы,2218-08-21,15.68
Кеджистан,Целебные травы,2218-08-22,15.76
Кеджистан,Целебные травы,2218-08-23,16.06
Кеджистан,Целебные травы,2218-08-24,16.45
Кеджистан,Целебные травы,2218-08-25,15.75
Кеджистан,Целебные травы,2218-08-26,15.8
Кеджистан,Целебные травы,2218-08-27,16.19
Кеджистан,Целебные травы,2218-08-28,16.19
Кеджистан,Целебные травы,2218-08-29,15.68
Кеджистан,Целебные травы,2218-08-30,15.68
Кеджистан,Целебные травы,2218-08-31,15.68
Кеджистан,Целебные травы,2218-09-01,16.15
Кеджистан,Целебные травы,2218-09-02,16.15
Кеджистан,Целебные травы,2218-09-03,16.15
Кеджистан,Целебные травы,2218-09-04,16.37
Кеджистан,Целебные травы,2218-09-05,16.11
Кеджистан,Целебные травы,2218-09-06,16.11
Кеджистан,Целебные травы,2218-09-07,15.79
Кеджистан,Целебные травы,2218-09-08,16.24
Кеджистан,Целебные травы,2218-09-09,16.24
Кеджистан,Целебные травы,2218-09-10,16.24
Кеджистан,Целебные травы,2218-09-11,16.37
Кеджистан,Целебные травы,2218-09-12,16.2
Кеджистан,Целебные травы,2218-09-13,16.2
Кеджистан,Целебные травы,2218-09-14,16.69
Кеджистан,Целебные травы,2218-09-15,16.2
Кеджистан,Целебные травы,2218-09-16,16.1
Кеджистан,Целебные травы,2218-09-17,16.05
Кеджистан,Целебные травы,2218-09-18,15.92
Кеджистан,Целебные травы,2218-09-19,16.22
Кеджистан,Целебные травы,2218-09-20,16.65
Кеджистан,Целебные травы,2218-09-21,16.31
Кеджистан,Целебные травы,2218-09-22,16.31
Кеджистан,Целебные травы,2218-09-23,15.97
Кеджистан,Целебные травы,2218-09-24,15.94
Кеджистан,Целебные травы,2218-09-25,16.35
Кеджистан,Целебные травы,2218-09-26,15.88
Кеджистан,Целебные травы,2218-09-27,16.16
Кеджистан,Эльфийская пыльца,2216-01-02,8.85
Кеджистан,Эльфийская пыльца,2216-01-03,8.85
Кеджистан,Эльфийская пыльца,2216-01-04,9.43
Кеджистан,Эльфийская пыльца,2216-01-05,8.59
Кеджистан,Эльфийская пыльца,2216-01-06,9.22
Кеджистан,Эльфийская пыльца,2216-01-07,9.0
Кеджистан,Эльфийская пыльца,2216-01-08,9.08
Кеджистан,Эльфийская пыльца,2216-01-09,9.57
Кеджистан,Эльфийская пыльца,2216-01-10,8.59
Кеджистан,Эльфийская пыльца,2216-01-11,9.19
Кеджистан,Эльфийская пыльца,2216-01-12,9.43
Кеджистан,Эльфийская пыльца,2216-01-13,9.43
Кеджистан,Эльфийская пыльца,2216-01-14,9.75
Кеджистан,Эльфийская пыльца,2216-01-15,9.45
Кеджистан,Эльфийская пыльца,2216-01-16,9.17
Кеджистан,Эльфийская пыльца,2216-01-17,9.17
Кеджистан,Эльфийская пыльца,2216-01-18,9.76
Кеджистан,Эльфийская пыльца,2216-01-19,9.76
Кеджистан,Эльфийская пыльца,2216-01-20,9.28
Кеджистан,Эльфийская пыльца,2216-01-21,9.7
Кеджистан,Эльфийская пыльца,2216-01-22,10.08
Кеджистан,Эльфийская пыльца,2216-01-23,9.55
Кеджистан,Эльфийская пыльца,2216-01-24,10.06
Кеджистан,Эльфийская пыльца,2216-01-25,10.06
Кеджистан,Эльфийская пыльца,2216-01-26,10.02
Кеджистан,Эльфийская пыльца,2216-01-27,10.64
Кеджистан,Эльфийская пыльца,2216-01-28,9.54
Кеджистан,Эльфийская пыльца,2216-01-29,9.39
Кеджистан,Эльфийская пыльца,2216-01-30,10.64
Кеджистан,Эльфийская пыльца,2216-01-31,10.02
Кеджистан,Эльфийская пыльца,2216-02-01,9.71
Кеджистан,Эльфийская пыльца,2216-02-02,9.39
Кеджистан,Эльфийская пыльца,2216-02-03,9.86
Кеджистан,Эльфийская пыльца,2216-02-04,10.3
Кеджистан,Эльфийская пыльца,2216-02-05,10.3
Кеджистан,Эльфийская пыльца,2216-02-06,9.9
Кеджистан,Эльфийская пыльца,2216-02-07,9.4
Кеджистан,Эльфийская пыльца,2216-02-08,10.3
Кеджистан,Эльфийская пыльца,2216-02-09,10.3
Кеджистан,Эльфийская пыльца,2216-02-10,10.3
Кеджистан,Эльфийская пыльца,2216-02-11,10.91
Кеджистан,Эльфийская пыльца,2216-02-12,9.09
Кеджистан,Эльфийская пыльца,2216-02-13,10.14
Кеджистан,Эльфийская пыльца,2216-02-14,10.62
Кеджистан,Эльфийская пыльца,2216-02-15,10.54
Кеджистан,Эльфийская пыльца,2216-02-16,10.36
Кеджистан,Эльфийская пыльца,2216-02-17,9.84
Кеджистан,Эльфийская пыльца,2216-02-18,11.32
Кеджистан,Эльфийская пыльца,2216-02-19,11.0
Кеджистан,Эльфийская пыльца,2216-02-20,11.32
Кеджистан,Эльфийская пыльца,2216-02-21,11.32
Кеджистан,Эльфийская пыльца,2216-02-22,10.58
Кеджистан,Эльфийская пыльца,2216-02-23,10.4
Кеджистан,Эльфийская пыльца,2216-02-24,10.58
Кеджистан,Эльфийская пыльца,2216-02-25,10.35
Кеджистан,Эльфийская пыльца,2216-02-26,11.32
Кеджистан,Эльфийская пыльца,2216-02-27,10.2
Кеджистан,Эльфийская пыльца,2216-02-28,9.83
Кеджистан,Эльфийская пыльца,2216-02-29,10.2
Кеджистан,Эльфийская пыльца,2216-03-01,11.08
Кеджистан,Эльфийская пыльца,2216-03-02,10.27
Кеджистан,Эльфийская пыльца,2216-03-03,10.51
Кеджистан,Эльфийская пыльца,2216-03-04,9.9
Кеджистан,Эльфийская пыльца,2216-03-05,9.39
Кеджистан,Эльфийская пыльца,2216-03-06,10.4
Кеджистан,Эльфийская пыльца,2216-03-07,10.73
Кеджистан,Эльфийская пыльца,2216-03-08,11.14
Кеджистан,Эльфийская пыльца,2216-03-09,10.32
Кеджистан,Эльфийская пыльца,2216-03-10,11.14
Кеджистан,Эльфийская пыльца,2216-03-11,11.05
Кеджистан,Эльфийская пыльца,2216-03-12,11.24
Кеджистан,Эльфийская пыльца,2216-03-13,11.88
Кеджистан,Эльфийская пыльца,2216-03-14,10.92
Кеджистан,Эльфийская пыльца,2216-03-15,11.09
Кеджистан,Эльфийская пыльца,2216-03-16,10.98
Кеджистан,Эльфийская пыльца,2216-03-17,11.01
Кеджистан,Эльфийская пыльца,2216-03-18,10.69
Кеджистан,Эльфийская пыльца,2216-03-19,11.05
Кеджистан,Эльфийская пыльца,2216-03-20,11.11
Кеджистан,Эльфийская пыльца,2216-03-21,11.08
Кеджистан,Эльфийская пыльца,2216-03-22,10.24
Кеджистан,Эльфийская пыльца,2216-03-23,10.24
Кеджистан,Эльфийская пыльца,2216-03-24,11.08
Кеджистан,Эльфийская пыльца,2216-03-25,11.09
Кеджистан,Эльфийская пыльца,2216-03-26,11.08
Кеджистан,Эльфийская пыльца,2216-03-27,11.06
Кеджистан,Эльфийская пыльца,2216-03-28,11.06
Кеджистан,Эльфийская пыльца,2216-03-29,10.91
Кеджистан,Эльфийская пыльца,2216-03-30,11.11
Кеджистан,Эльфийская пыльца,2216-03-31,11.38
Кеджистан,Эльфийская пыльца,2216-04-01,11.25
Кеджистан,Эльфийская пыльца,2216-04-02,11.5
Кеджистан,Эльфийская пыльца,2216-04-03,11.49
Кеджистан,Эльфийская пыльца,2216-04-04,11.11
Кеджистан,Эльфийская пыльца,2216-04-05,11.19
Кеджистан,Эльфийская пыльца,2216-04-06,11.84
Кеджистан,Эльфийская пыльца,2216-04-07,11.42
Кеджистан,Эльфийская пыльца,2216-04-08,11.16
Кеджистан,Эльфийская пыльца,2216-04-09,11.72
Кеджистан,Эльфийская пыльца,2216-04-10,11.25
Кеджистан,Эльфийская пыльца,2216-04-11,11.16
Кеджистан,Эльфийская пыльца,2216-04-12,11.69
Кеджистан,Эльфийская пыльца,2216-04-13,11.04
Кеджистан,Эльфийская пыльца,2216-04-14,11.5
Кеджистан,Эльфийская пыльца,2216-04-15,11.67
Кеджистан,Эльфийская пыльца,2216-04-16,11.76
Кеджистан,Эльфийская пыльца,2216-04-17,12.05
Кеджистан,Эльфийская пыльца,2216-04-18,11.66
Кеджистан,Эльфийская пыльца,2216-04-19,11.1
Кеджистан,Эльфийская пыльца,2216-04-20,11.1
Кеджистан,Эльфийская пыльца,2216-04-21,11.99
Кеджистан,Эльфийская пыльца,2216-04-22,12.32
Кеджистан,Эльфийская пыльца,2216-04-23,11.34
Кеджистан,Эльфийская пыльца,2216-04-24,11.71
Кеджистан,Эльфийская пыльца,2216-04-25,11.84
Кеджистан,Эльфийская пыльца,2216-04-26,11.1
Кеджистан,Эльфийская пыльца,2216-04-27,11.44
Кеджистан,Эльфийская пыльца,2216-04-28,11.92
Кеджистан,Эльфийская пыльца,2216-04-29,12.54
Кеджистан,Эльфийская пыльца,2216-04-30,11.48
Кеджистан,Эльфийская пыльца,2216-05-01,11.98
Кеджистан,Эльфийская пыльца,2216-05-02,12.27
Кеджистан,Эльфийская пыльца,2216-05-03,11.51
Кеджистан,Эльфийская пыльца,2216-05-04,11.88
Кеджистан,Эльфийская пыльца,2216-05-05,12.97
Кеджистан,Эльфийская пыльца,2216-05-06,12.22
Кеджистан,Эльфийская пыльца,2216-05-07,11.43
Кеджистан,Эльфийская пыльца,2216-05-08,12.75
Кеджистан,Эльфийская пыльца,2216-05-09,13.21
Кеджистан,Эльфийская пыльца,2216-05-10,11.43
Кеджистан,Эльфийская пыльца,2216-05-11,12.44
Кеджистан,Эльфийская пыльца,2216-05-12,12.31
Кеджистан,Эльфийская пыльца,2216-05-13,12.05
Кеджистан,Эльфийская пыльца,2216-05-14,12.18
Кеджистан,Эльфийская пыльца,2216-05-15,12.15
Кеджистан,Эльфийская пыльца,2216-05-16,12.18
